EmployeeID,BenefitID,SatisfactionScore,Comments,UsageFrequency,LastUsedDate,BenefitType,BenefitSubType,BenefitCost,Gender_Female,Gender_Male,Gender_Non-Binary,Department_Finance,Department_HR,Department_IT,Department_Marketing,Department_Sales,Age_Gen_Boomer,Age_Gen_Gen_X,Age_Gen_Gen_Z,Age_Gen_Millenial,TenureGroups_ >25_years,TenureGroups_16-25_years,TenureGroups_5-15_years,TenureGroups_<5_years,BenefitFlag_Cell_Phone_Allowance_Monthly_Communications,BenefitFlag_Childcare_After-School_Care,BenefitFlag_Childcare_On-Site_Infant_Care,BenefitFlag_Commuter_Benefits_Transit_Subsidy,BenefitFlag_Flexible_Spending_Account_Healthcare_FSA,BenefitFlag_Gym_Membership_Family_Membership,BenefitFlag_Gym_Membership_Tier_1_Partners,BenefitFlag_Gym_Membership_Tier_2_Partners,BenefitFlag_Gym_Membership_Tier_3_Partners,BenefitFlag_Health_Insurance_HDHP_Individual,BenefitFlag_Health_Insurance_HMO_Family,BenefitFlag_Health_Insurance_PPO_Family,BenefitFlag_Health_Insurance_PPO_Individual,BenefitFlag_Life_Insurance_Basic_Coverage,BenefitFlag_Life_Insurance_Dependent_Coverage,BenefitFlag_Life_Insurance_Supplemental_High_Amount,BenefitFlag_Life_Insurance_Supplemental_Standard,BenefitFlag_Professional_Development_Conference_Attendance,BenefitFlag_Retirement_Plan_401k_Basic_Matching,BenefitFlag_Retirement_Plan_401k_Catch-Up_Contributions,BenefitFlag_Retirement_Plan_401k_High_Contribution,BenefitFlag_Retirement_Plan_401k_Investment_Fees,BenefitFlag_Retirement_Plan_401k_Maximum_Matching,BenefitFlag_Retirement_Plan_401k_Standard_Matching,BenefitFlag_Technology_Stipend_Monthly_Internet_Allowance,BenefitFlag_Tuition_Reimbursement_Graduate_Degree,BenefitFlag_Tuition_Reimbursement_Individual_Courses,BenefitFlag_Tuition_Reimbursement_Professional_Certification,BenefitFlag_Tuition_Reimbursement_Undergraduate_Degree,BenefitFlag_Wellness_Programs_Premium_Discount_Tier_1
1764,25,1,Disappointing service.,7,2024-05-05,Life Insurance,Supplemental Standard,774.91,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3828,7,1,Barely any time off given.,0,2023-08-28,Flexible Spending Account,Healthcare FSA,450.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2404,3,3,Average amount of vacation days.,2,2024-03-31,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3885,20,1,Not worth the hassle.,0,2023-09-24,Tuition Reimbursement,Undergraduate Degree,489.96,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
350,21,1,Disappointing service.,0,2024-07-22,Life Insurance,Basic Coverage,163.92,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4003,8,2,Could use more vacation time.,6,2023-08-07,Wellness Programs,Premium Discount Tier 1,125.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3656,3,2,Could use more vacation time.,3,2024-04-18,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4618,10,4,Good quality care available.,0,2024-04-05,Childcare,On-Site Infant Care,915.48,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2790,3,3,Average amount of vacation days.,2,2023-08-25,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2790,3,3,Average amount of vacation days.,8,2023-09-23,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2104,1,5,Top-notch retirement plan.,2,2023-08-16,Retirement Plan,401k Basic Matching,876.21,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2104,1,5,Top-notch retirement plan.,4,2024-01-25,Retirement Plan,401k Basic Matching,876.21,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3197,3,2,Could use more vacation time.,3,2023-12-26,Commuter Benefits,Transit Subsidy,325.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195,2,2,Not happy with the coverage options.,8,2023-09-05,Health Insurance,PPO Individual,706.93,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2562,11,3,"Satisfactory, but could improve.",1,2024-04-25,Health Insurance,PPO Family,928.75,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2562,11,3,"Satisfactory, but could improve.",1,2023-09-03,Health Insurance,PPO Family,928.75,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
363,3,4,Sufficient time off provided.,7,2024-05-23,Commuter Benefits,Transit Subsidy,325.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272,17,5,Top-notch retirement plan.,4,2024-05-31,Retirement Plan,401k Catch-Up Contributions,509.65,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1552,17,2,Returns are not as expected.,0,2023-10-09,Retirement Plan,401k Catch-Up Contributions,509.65,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3617,26,3,"It's okay, I use it occasionally.",5,2024-05-01,Gym Membership,Family Membership,519.66,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2839,26,5,Fantastic benefit! I use it daily.,10,2023-10-22,Gym Membership,Family Membership,519.66,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4101,21,5,Great peace of mind for my family.,4,2023-09-17,Life Insurance,Basic Coverage,163.92,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2534,9,5,Perfect for my work-life balance.,0,2024-05-01,Professional Development,Conference Attendance,850.0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4446,8,3,Average amount of vacation days.,1,2024-03-12,Wellness Programs,Premium Discount Tier 1,125.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4060,30,4,Great for further studies.,9,2024-04-29,Tuition Reimbursement,Individual Courses,723.73,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4749,6,2,Returns are not as expected.,1,2024-01-23,Retirement Plan,401k Standard Matching,598.44,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2394,22,5,Excellent coverage and affordable.,10,2024-06-19,Health Insurance,HMO Family,624.0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3168,14,5,Fantastic benefit! I use it daily.,2,2023-12-11,Gym Membership,Tier 1 Partners,73.36,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3616,28,1,Disappointing service.,5,2024-04-07,Life Insurance,Dependent Coverage,165.54,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3883,13,5,Perfect for my work-life balance.,10,2024-03-07,Cell Phone Allowance,Monthly Communications,65.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3883,13,5,Perfect for my work-life balance.,4,2024-02-02,Cell Phone Allowance,Monthly Communications,65.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4656,30,5,Incredible support for education.,1,2024-01-17,Tuition Reimbursement,Individual Courses,723.73,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3393,5,2,Not much flexibility offered.,4,2023-09-21,Technology Stipend,Monthly Internet Allowance,75.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2586,7,5,"Generous vacation days, very happy.",7,2024-03-04,Flexible Spending Account,Healthcare FSA,450.0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1735,29,4,Sufficient time off provided.,9,2023-09-18,Childcare,After-School Care,475.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3254,26,5,Fantastic benefit! I use it daily.,0,2023-10-04,Gym Membership,Family Membership,519.66,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,28,2,Coverage is minimal.,1,2024-07-14,Life Insurance,Dependent Coverage,165.54,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,28,2,Coverage is minimal.,0,2023-11-28,Life Insurance,Dependent Coverage,165.54,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3915,19,2,Not many locations available.,2,2023-12-26,Gym Membership,Tier 2 Partners,343.73,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3690,26,1,Membership is not very useful.,1,2024-07-12,Gym Membership,Family Membership,519.66,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,14,4,"Good value, I enjoy the variety.",2,2023-12-06,Gym Membership,Tier 1 Partners,73.36,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2420,3,2,Could use more vacation time.,3,2023-12-06,Commuter Benefits,Transit Subsidy,325.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1587,15,3,Helps but limited in scope.,0,2023-12-10,Tuition Reimbursement,Professional Certification,359.21,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1587,15,3,Helps but limited in scope.,0,2024-01-20,Tuition Reimbursement,Professional Certification,359.21,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3651,3,1,Barely any time off given.,9,2024-05-31,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3651,3,1,Barely any time off given.,2,2024-02-28,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2451,11,3,"Satisfactory, but could improve.",0,2024-04-11,Health Insurance,PPO Family,928.75,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2451,11,3,"Satisfactory, but could improve.",2,2024-03-11,Health Insurance,PPO Family,928.75,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2451,11,3,"Satisfactory, but could improve.",0,2023-12-14,Health Insurance,PPO Family,928.75,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4543,7,5,"Generous vacation days, very happy.",2,2023-09-29,Flexible Spending Account,Healthcare FSA,450.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1032,15,3,Helps but limited in scope.,7,2024-03-01,Tuition Reimbursement,Professional Certification,359.21,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2740,17,3,"Standard, nothing exceptional.",9,2024-02-17,Retirement Plan,401k Catch-Up Contributions,509.65,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1974,9,5,Perfect for my work-life balance.,4,2023-11-16,Professional Development,Conference Attendance,850.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
890,22,1,"Terrible service, would not recommend.",0,2023-11-21,Health Insurance,HMO Family,624.0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4561,27,3,"Standard, nothing exceptional.",1,2023-12-29,Retirement Plan,401k Maximum Matching,913.01,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1169,8,4,Sufficient time off provided.,0,2023-11-12,Wellness Programs,Premium Discount Tier 1,125.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4148,16,4,"Great coverage, but a bit expensive.",0,2023-10-06,Health Insurance,HDHP Individual,84.55,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4103,28,4,"Solid plan, happy with it.",3,2023-09-16,Life Insurance,Dependent Coverage,165.54,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1594,12,4,Great for further studies.,4,2024-07-17,Tuition Reimbursement,Graduate Degree,824.53,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
382,30,5,Incredible support for education.,8,2023-08-12,Tuition Reimbursement,Individual Courses,723.73,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4042,17,3,"Standard, nothing exceptional.",5,2023-10-13,Retirement Plan,401k Catch-Up Contributions,509.65,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2300,2,2,Not happy with the coverage options.,4,2024-01-13,Health Insurance,PPO Individual,706.93,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2300,2,2,Not happy with the coverage options.,10,2024-01-10,Health Insurance,PPO Individual,706.93,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2721,12,5,Incredible support for education.,3,2024-07-19,Tuition Reimbursement,Graduate Degree,824.53,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1650,8,2,Could use more vacation time.,6,2024-05-16,Wellness Programs,Premium Discount Tier 1,125.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1905,26,5,Fantastic benefit! I use it daily.,0,2024-07-23,Gym Membership,Family Membership,519.66,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1905,26,5,Fantastic benefit! I use it daily.,5,2024-03-03,Gym Membership,Family Membership,519.66,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1961,4,2,Returns are not as expected.,4,2023-12-24,Retirement Plan,401k High Contribution,261.44,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2414,19,4,"Good value, I enjoy the variety.",0,2023-11-23,Gym Membership,Tier 2 Partners,343.73,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
602,18,3,"Standard, nothing exceptional.",6,2023-09-09,Retirement Plan,401k Investment Fees,743.01,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4314,14,3,"It's okay, I use it occasionally.",2,2024-05-31,Gym Membership,Tier 1 Partners,73.36,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2812,12,5,Incredible support for education.,0,2024-06-14,Tuition Reimbursement,Graduate Degree,824.53,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3034,26,2,Not many locations available.,3,2024-03-30,Gym Membership,Family Membership,519.66,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4035,26,1,Membership is not very useful.,5,2024-02-01,Gym Membership,Family Membership,519.66,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
909,8,2,Could use more vacation time.,4,2024-03-29,Wellness Programs,Premium Discount Tier 1,125.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
938,17,4,Good plan with decent returns.,4,2023-09-05,Retirement Plan,401k Catch-Up Contributions,509.65,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2955,5,2,Not much flexibility offered.,0,2023-09-02,Technology Stipend,Monthly Internet Allowance,75.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
438,4,2,Returns are not as expected.,6,2024-03-08,Retirement Plan,401k High Contribution,261.44,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
737,12,3,Helps but limited in scope.,0,2024-04-20,Tuition Reimbursement,Graduate Degree,824.53,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
935,17,4,Good plan with decent returns.,0,2024-02-04,Retirement Plan,401k Catch-Up Contributions,509.65,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1575,11,3,"Satisfactory, but could improve.",0,2024-01-23,Health Insurance,PPO Family,928.75,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3353,24,3,"It's okay, I use it occasionally.",7,2024-05-28,Gym Membership,Tier 3 Partners,780.78,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4024,8,5,"Generous vacation days, very happy.",5,2023-09-06,Wellness Programs,Premium Discount Tier 1,125.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3116,5,5,Perfect for my work-life balance.,3,2024-03-23,Technology Stipend,Monthly Internet Allowance,75.0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3268,27,2,Returns are not as expected.,0,2023-12-11,Retirement Plan,401k Maximum Matching,913.01,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3852,6,2,Returns are not as expected.,0,2024-01-22,Retirement Plan,401k Standard Matching,598.44,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2203,3,1,Barely any time off given.,0,2024-01-03,Commuter Benefits,Transit Subsidy,325.0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1531,11,2,Not happy with the coverage options.,1,2024-04-05,Health Insurance,PPO Family,928.75,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3613,30,5,Incredible support for education.,5,2023-09-11,Tuition Reimbursement,Individual Courses,723.73,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3099,15,2,Complicated reimbursement process.,9,2024-07-07,Tuition Reimbursement,Professional Certification,359.21,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2378,7,5,"Generous vacation days, very happy.",0,2024-02-11,Flexible Spending Account,Healthcare FSA,450.0,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581,18,3,"Standard, nothing exceptional.",0,2024-06-28,Retirement Plan,401k Investment Fees,743.01,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
